123	75
167	169
177	207
186	245
201	322
186	402
177	437
160	478
113	575
286	281
316	262
353	236
384	214
415	181
442	149
477	105
382	47
540	128
628	145
731	145
621	177
609	246
604	324
608	402
621	436
625	505
729	511
538	519
474	547
376	603
438	499
414	470
380	436
352	412
300	376
416	324
369	324
330	324
278	324
69	324
531	324
577	324
669	326
744	328
964	328
474	252
476	213
477	164
474	35
476	398
475	450
475	501
447	286
406	244
348	174
292	111
521	381
543	406
582	452
446	362
406	406
291	538
523	272
545	247
583	203
675	90
