1.356469564917840671e+02	2.756597023665989354e+02	110
1.367493024217162656e+02	3.781778738502877104e+02	33-1
2.469838954149298615e+02	3.550286093217127927e+02	34-1
3.274551482999758036e+02	4.244764029074374321e+02	12-1
2.822589651727582805e+02	4.553420889455372276e+02	35-3
3.550137965482792879e+02	3.969177546591340047e+02	25-2
3.814700988666505737e+02	3.803825657101519369e+02	13-1
4.189498604843431622e+02	3.484145337421199997e+02	15-1
3.605255261979399393e+02	3.462098418822557164e+02	25-1
3.329668779496365687e+02	3.594379930414413593e+02	24-1
3.847771366564469417e+02	5.269945743911262070e+02	14-3
3.043058837714009996e+02	5.148687691618727058e+02	24-3
4.079264011850217457e+02	4.674678941747907857e+02	15-3
4.729648110510178185e+02	4.465233215060801513e+02	02-1
4.696577732612214504e+02	5.523485307795652943e+02	04-3
4.718624651210857337e+02	5.093570395122119407e+02	03-2
5.335938371972853247e+02	4.663655482448586440e+02	-16-3
5.457196424265388259e+02	4.277834406972338570e+02	-15-2
6.074510145027385306e+02	4.244764029074374321e+02	-13-1
5.876087877639600947e+02	3.980201005890661463e+02	-27-2
5.203656860380997387e+02	3.418004581625271499e+02	-17-1
8.025662441007266352e+02	6.030564435564435826e+02	-12-1
6.691823865789381216e+02	3.594379930414413593e+02	-37-1
7.430395638843913275e+02	3.010136587550381364e+02	-120
7.430395638843913275e+02	3.792802197802197952e+02	-36-1
6.735917702986666882e+02	2.988089668951738531e+02	-370
6.052463226428742473e+02	2.999113128251059948e+02	-130
5.225703778979640219e+02	3.021160046849702212e+02	-170
5.887111336938921795e+02	2.514080919080919330e+02	-271
6.173721278721277486e+02	2.337705570291777804e+02	-261
6.879222673877845864e+02	2.359752488890420636e+02	-371
6.669776947190739520e+02	2.084166006407385794e+02	-251
6.394190464707705814e+02	1.510946122842675550e+02	-131
4.762718488408143003e+02	1.103078128767784847e+02	021
5.534360639360638743e+02	7.944212683867863234e+01	-163
4.795788866306106684e+02	1.940861035516207949e+02	031
5.269797616176925885e+02	2.029048709910779280e+02	-172
4.211545523442074455e+02	1.962907954114850781e+02	162
3.836747907265147433e+02	1.224336181060319859e+02	142
3.935959040959040749e+02	6.621397567949293261e+01	153
2.965894622618760650e+02	1.191265803162355041e+02	121
3.318645320197043702e+02	2.212013848220749423e+01	132
3.627302180578042226e+02	1.951884494815529933e+02	131
2.491885872747941448e+02	1.808579523924352088e+02	231
3.572184884081435712e+02	2.370775948189741484e+02	251
4.288709738537323801e+02	2.547151296978883579e+02	161
3.296598401598400869e+02	2.932972372455131449e+02	120
4.299733197836645786e+02	2.999113128251059948e+02	160
4.762718488408143003e+02	2.591245134176169245e+02	071
5.247750697578283052e+02	2.547151296978883579e+02	-171
4.773741947707463851e+02	3.010136587550381364e+02	010
9.706484894415928011e+01	2.877855075958524935e+02	510
4.525459023734890707e+01	1.643227634434531410e+02	511
3.974286058768819885e+01	2.866831616659203519e+02	610
2.701331599435047792e+02	3.583356471115092177e+02	52-1
3.043058837714009996e+02	4.399092459264873582e+02	21-1
3.098176134210616510e+02	2.977066209652417115e+02	210
4.101310930448860290e+02	4.343975162768266500e+02	44-3
4.024146715353610944e+02	4.906171587033655896e+02	11-1
3.759583692169898086e+02	4.024294843087947129e+02	43-2
3.373762616693650216e+02	3.980201005890661463e+02	53-2
3.561161424782113727e+02	3.715637982706948605e+02	32-1
5.633571773054530922e+02	4.983335802128905812e+02	16-4
6.184744738020599470e+02	4.332951703468945084e+02	05-2
6.184744738020599470e+02	4.046341761686589393e+02	03-1
5.578454476557923272e+02	3.373910744427986401e+02	17-1
4.806812325605428668e+02	7.613508904888226425e+01	243
3.726513314271934405e+02	3.204125185159671219e+01	111
4.343827035033930315e+02	1.929837576216887101e+02	342
4.035170174652932928e+02	2.029048709910779280e+02	221
3.671396017775327891e+02	2.458963622584312816e+02	431
4.828859244204070365e+02	5.578602604292259457e+02	12-2
2.183229012366942925e+02	1.312523855454890054e+02	522
2.965894622618760650e+02	1.036937372971856348e+02	533
7.242996830755450901e+02	3.671544145509662940e+02	-16-1
2.822589651727582805e+02	5.314039581108546599e+02	42-3
2.260393227462192272e+02	4.167599813979124406e+02	31-1
2.282440146060835104e+02	2.921948913155810033e+02	310
5.159563023183711721e+02	4.685702401047228705e+02	13-2
1.587962210203589848e+02	2.723526645768025674e+02	150
3.202643907816326418e+01	1.092054669468462862e+02	141
3.175340349305865857e+02	3.506192256019842830e+02	06-1
4.288709738537323801e+02	6.952101346928941439e+01	-142
4.751695029108821018e+02	7.282805125908578248e+01	-263
5.688689069551137436e+02	6.400928381962864933e+01	-121
4.376897412931895133e+02	2.139283302903993444e+02	-141
4.046193633952253776e+02	2.999113128251059948e+02	-160
5.038304970891176708e+02	4.454209755761480096e+02	-37-3
4.564296221020358644e+02	5.600649522890902290e+02	-13-2
6.306002790313134483e+02	5.170734610217368754e+02	-46-3
6.184744738020599470e+02	4.321928244169623667e+02	-23-1
5.666642150952494603e+02	4.046341761686589393e+02	-47-2
6.482378139102274872e+02	3.583356471115092177e+02	-57-1
6.217815115918563151e+02	3.043206965448345045e+02	-230
5.589477935857245257e+02	3.406981122325950082e+02	-59-1
6.317026249612454194e+02	2.403846326087705734e+02	-461
5.148539563884390873e+02	1.951884494815529933e+02	-372
7.915427848014053325e+02	2.183377140101277973e+02	-561
6.339073168211098164e+02	1.345594233352854872e+02	-583
7.617794446932375649e+02	4.718772778945192954e+02	-56-2
5.831994040442315281e+02	3.704614523407627189e+02	-35-1
5.776876743945708768e+02	2.525104378380240746e+02	-471
5.402079127768781746e+02	2.447940163284991399e+02	-361
5.611524854455888089e+02	1.488899204244032717e+02	-483
4.233592442040717287e+02	4.718772778945192954e+02	-14-2
4.409967790829858814e+02	2.999113128251059948e+02	-140
6.757964621585310852e+02	3.054230424747666461e+02	-340
3.946982500258361597e+02	5.181758069516690739e+02	-15-3
3.252504564401115204e+02	3.065253884046987878e+02	100
3.120223052809259343e+02	2.436916703985669983e+02	601
2.745425436632332321e+02	1.257406558958283540e+02	502
1.323399187019876990e+02	2.018025250611458432e+02	6-11
4.304989837748462378e+01	1.599133797237245744e+02	5-11
3.197387267904508690e+02	4.277834406972338570e+02	30-1
3.032035378414688012e+02	5.016406180026870061e+02	20-1
