{-0.5719923161126149, 0.07157356203112078}
{-0.5693115537701899, -0.0937615579638406}
{-0.4846138808030427, -0.0698527792284091}
{-0.36041451561055066, -0.23165798087600206}
{-0.4122759970823789, -0.26859544005658514}
{-0.32307861464710547, -0.18409645564946203}
{-0.2757884947411551, -0.15343989750207682}
{-0.19528542920057876, -0.07809899396666845}
{-0.324191596017071, -0.06562691642333884}
{-0.3709791627731995, -0.09316934828103869}
{-0.2155306973422273, -0.42399231067218796}
{-0.3533378934921189, -0.37079538006629476}
{-0.19124256199347117, -0.3436200958769493}
{-0.043011079008842504, -0.31945079059920684}
{-0.04158064812854618, -0.4749333799879743}
{-0.040463590420244146, -0.42244250617098456}
{0.10488529828314759, -0.35215056010243595}
{0.14233652683599338, -0.27533415383101045}
{0.2800896332376761, -0.2491486131152448}
{0.24768788399076175, -0.1979804694469051}
{0.0871194829880468, -0.06254575120216066}
{0.45208493703681885, -0.40940298857685714}
{0.4052755645127495, -0.08920103810582183}
{0.49638770612269895, 0.037245505143833214}
{0.4903763617590514, -0.11488171277983396}
{0.4141191898189494, 0.04779960151002953}
{0.29672697786920554, 0.05172273872232513}
{0.09346064272247216, 0.05131809344750793}
{0.25267910111095343, 0.17558041359240192}
{0.3057903121125047, 0.2070164699282312}
{0.4197873018725298, 0.17821402323706834}
{0.37982608282130725, 0.23947811928384247}
{0.31023171320005505, 0.35069028371842603}
{-0.02940769323099598, 0.44919111396367106}
{0.12568142061201104, 0.47660042824836757}
{-0.026376351014975374, 0.3186942712034151}
{0.0942128486838465, 0.2983217086411661}
{-0.16928763318829307, 0.3041949636685085}
{-0.22127347614872486, 0.41115555182553004}
{-0.18261103185537697, 0.48072778793284177}
{-0.36113120921174946, 0.3750657115028439}
{-0.2645273410408297, 0.49829028695024147}
{-0.29092319591758214, 0.2853039787618016}
{-0.45027655978162723, 0.26017206497268247}
{-0.3170560379383186, 0.19800233426943742}
{-0.16485188453412333, 0.17605930569083758}
{-0.3783082268872743, 0.06300277385722852}
{-0.16784919329299836, 0.05617285387879493}
{-0.038428421527081105, 0.1704052375245516}
{0.09591737511136421, 0.18007018928998011}
{-0.036552835500621425, 0.054967156207808995}
