{2.566358893949835, -33.141416010982304}
{10.919694421205646, -33.44660996186332}
{2.400696886853394, -34.512493140185356}
{-4.350638991384626, -25.870471625156906}
{-13.794646905039764, -22.34760025573683}
{2.7831964983908444, -23.136048685437327}
{3.094017900483835, -12.584090926183423}
{-15.919155003532332, -11.486165204497528}
{-21.279762166948146, -11.533198013271136}
{-11.36795247935712, -16.1503226179336}
{-10.018586951912269, -20.217636012986343}
{-7.038909907108633, -18.698999196283207}
{-19.84927046690791, 8.556181011298207}
{-22.23570582035051, 9.681270860619385}
{-18.27245993925384, 17.36627994628559}
{-14.636794082469251, 17.226956721191222}
{-11.330867453880575, 17.7086207209868}
{-15.93774552759705, 28.263559035828973}
{3.000977337398788, 17.874128011373074}
{-10.796936997238083, 1.8657067973083936}
{-5.070449910001147, 8.251523015610298}
{-2.7380438956493847, 10.75270649641216}
{2.4859030262827435, 10.116380169841648}
{10.089767669474922, 10.133486288297535}
{9.455005958065923, 18.036674178502693}
{26.48477176604659, 9.004134258718917}
{27.408797999586525, -1.1353954847022392}
{10.139756954174844, 34.3766251403637}
{24.903212512211525, 18.629920581398693}
{28.073052800883122, -12.553354024166325}
{17.76533622959555, -8.064874612437157}
{19.823961856265893, -1.191449928677575}
{16.07954709448938, -12.29187171285711}
{13.14239971344833, -5.730804119295416}
{9.910391314698732, 1.5218411365998716}
{-4.4101650245787365, -7.234134198388372}
{-5.889080425139978, -11.888058619810053}
{10.143083589385666, -17.254282616438765}
{-27.075995074392736, -0.876041503266266}
{17.23256984487998, -26.516486353998445}
{21.66692883556051, -20.807439506092205}
{-5.165099089541249, 26.68867480629381}
{18.158361622905897, 18.194779493148665}
{16.700147310703176, 10.692480714964386}
{-20.86255379220215, -21.9940779968656}
{-9.693140498171715, -27.772917839358264}
{2.8832475496306245, -28.30276892364896}
{-20.32089907484157, 3.709550074276451}
