{4.256317263314618, -31.153345236896577}
{10.87308071860744, -29.716344236002982}
{-4.115400100141886, -31.16254978374579}
{14.084473671957328, -33.0311675353202}
{-23.641487220108477, -22.426941664166854}
{-13.404062725336772, -22.583079232193473}
{-17.40482410936088, -22.60845728047896}
{-10.878030326567655, -22.588720970252197}
{-3.881021527458647, -22.464941165456658}
{3.962646113800299, -22.277297051522883}
{10.470556462748318, -22.130532628331952}
{25.78485456393986, -21.666510568301586}
{26.922129263444806, -12.48980068617481}
{27.293238210187088, -7.234255178135887}
{27.572192850510273, -1.795402315133337}
{27.285684141513077, 9.144278470812353}
{20.11168981620898, -2.4528407377691}
{15.445888671086854, -7.831706400660814}
{3.070549339181596, -13.178810667085402}
{-3.5907349398306376, -14.59659189368649}
{-11.22277826806701, -6.661163585735037}
{-18.03767804086764, 2.0579297988660787}
{-21.283206676385774, 6.63665513217707}
{-18.99094370531057, -13.85173951619729}
{-27.05426080089742, -4.0954528680142195}
{-21.94050855211623, 16.701614814239363}
{-14.516111317444917, 17.247041136924125}
{-12.375618900237699, 11.464204622222653}
{-5.001860441248724, 21.17768757521265}
{2.1871171820344677, 18.722656648134443}
{2.183222163275661, 7.625277857741525}
{-3.2493044368883828, 10.901074139336746}
{10.438950190703968, 19.142130984858536}
{13.459649240992627, 1.6526218628586573}
{17.90374471956864, 3.6885114347915713}
{10.450348985526112, -4.999263006283385}
{9.420702381491548, 29.48130542198475}
{20.944470147275634, 17.279131932798617}
{-14.35969512859143, 27.26557728758652}
{-7.466257128256985, 14.007453943496307}
{-5.46686839905195, 6.884475256018517}
{9.913185261020876, 13.124534703128559}
{11.510383308072045, 7.813663193986233}
{21.68255863236504, 9.516506195539373}
{17.30582880142081, -14.169436159773573}
{18.90426157343895, -21.976058738614032}
{-20.060708688177264, -9.22022757552671}
{3.239626734272127, -7.936350916434257}
{1.7992779249654007, 23.602892659456145}
{-23.272806017166754, -11.936972936522773}
