{-0.5722457473427526, 0.004033662047768596}
{-0.48645539398922233, 0.009405121117611083}
{-0.3708397734628611, 0.01123148488648871}
{-0.1695245034643499, 0.01626200735450497}
{-0.3159721501530723, -0.11809292655697527}
{-0.3646035994653521, -0.13959827327818247}
{-0.3440353689128621, -0.2951285412484077}
{-0.1582571384863996, -0.38851600647363344}
{-0.19104864801098997, -0.4638901658208832}
{-0.43877853297141384, -0.1796038460796985}
{-0.1620491912696517, -0.22143761137418375}
{-0.0257147156638948, -0.35028526013576}
{-0.029813086477879343, -0.13490100232007257}
{0.12457846973805974, -0.3792197197963618}
{0.16259869835746527, -0.44720042212893046}
{0.2945579792419768, -0.3979570378399341}
{0.09786515146397538, -0.21282048372253265}
{-0.009358942435241968, -0.5143838005160186}
{0.21555919330596393, -0.19019977191799692}
{0.3016857081317561, -0.26121162528560204}
{0.24569649129220292, -0.10227182257031772}
{0.09121147846344299, 0.02308076449870071}
{0.30552655378092, 0.037566607821502736}
{0.41471390400476965, 0.038136913172955644}
{0.49887975542290136, 0.04376183168110996}
{0.5000703580606316, -0.1174176189993266}
{0.4150531681359865, 0.1741180240566543}
{0.39113975079048313, 0.4358670566756969}
{0.09988960411047777, 0.44660295916799325}
{0.23994358314079683, 0.2867871814026939}
{0.10827683956068253, 0.1834451503822664}
{-0.04292935607184358, 0.32841986757778785}
{-0.04643560731910251, 0.41072717321759594}
{-0.20499060387886917, 0.4310945676240262}
{-0.15783855588095666, 0.12338950399506003}
{-0.19484856189281885, 0.15546421427290777}
{-0.328233246218597, 0.268188876950059}
{0.2909643183287338, 0.33806854621639076}
{-0.05362199832865027, 0.5274790504845579}
{-0.3776513444915877, 0.3154706797799712}
{-0.4890309522736826, 0.14477293713309194}
{0.2733734586772087, 0.4798751458988035}
{0.5888810044195556, -0.09705829306011365}
{0.4112458907395536, -0.2308254820493312}
{0.37852951215787384, -0.1421307998924531}
{-0.4454241405400886, -0.3797279969830825}
{0.4980412962784533, 0.20833405960540294}
{-0.04476985784651686, 0.2816620032446983}
{-0.261704562101438, -0.20718464171268544}
{-0.03896203922613293, 0.1539999960257896}
{-0.036924948555685275, 0.02006406204156477}
