1.400563402115126337e+02	2.767620482965310771e+02	-120
2.436768576251334935e+02	3.572333011815770760e+02	-47-1
2.712355058734368640e+02	3.836896034999483618e+02	-35-1
3.120223052809259343e+02	4.321928244169623667e+02	-23-1
3.483997209686864380e+02	4.983335802128905812e+02	-34-2
3.649349099176685058e+02	5.435297633401081612e+02	-45-3
4.432014709428501646e+02	6.151822487856970838e+02	-55-4
4.608390058217643173e+02	4.608538185951979358e+02	-22-1
3.958005959557682445e+02	4.840030831237727966e+02	-56-3
5.380032209170138913e+02	5.413250714802438779e+02	-54-3
5.225703778979640219e+02	4.862077749836370799e+02	-65-3
5.170586482483033706e+02	4.002247924489304296e+02	-76-2
4.718624651210857337e+02	4.057365220985910810e+02	-33-1
4.200522064142752470e+02	3.947130627992697214e+02	-67-2
2.811566192428260820e+02	5.280969203210582918e+02	-46-3
2.260393227462192272e+02	4.299881325570980835e+02	-47-2
4.729648110510178185e+02	3.671544145509662940e+02	-55-1
5.214680319680318235e+02	3.153441558441558641e+02	-760
5.633571773054530922e+02	3.230605773536808556e+02	-430
5.369008749870818065e+02	2.657385889972097175e+02	-651
4.795788866306106684e+02	2.657385889972097175e+02	-661
4.861929622102035182e+02	1.885743739019601435e+02	-552
4.883976540700678015e+02	1.422758448448104218e+02	-221
5.567431017258602424e+02	1.235359640359640707e+02	-653
4.939093837197284529e+02	3.755298150125747725e+01	-332
4.178475145544110774e+02	1.014890454373213515e+02	-563
3.638325639877363074e+02	5.959990009990019644e+01	-342
3.197387267904508690e+02	1.422758448448104218e+02	-231
2.458815494849977767e+02	2.161330221502636277e+02	-471
2.657237762237762126e+02	8.495385648833928371e+01	-583
3.605255261979399393e+02	1.852673361121637754e+02	-572
4.244615901340038135e+02	2.536127837679562163e+02	-561
4.409967790829858814e+02	2.734550105067347090e+02	-781
4.090287471149539442e+02	2.403846326087705734e+02	-451
3.362739157394329368e+02	2.999113128251059948e+02	-230
4.310756657135966634e+02	3.065253884046987878e+02	-670
2.535979709945227114e+02	2.888878535257845783e+02	-470
1.180094216128699145e+02	1.621180715835888577e+02	-361
4.828859244204070365e+02	2.117236384305350612e+02	-331
4.134381308346825108e+02	3.572333011815770760e+02	-56-1
3.638325639877363074e+02	3.495168796720521414e+02	-57-1
3.329668779496365687e+02	3.605403389713735010e+02	-46-1
3.759583692169898086e+02	3.880989872196769284e+02	-34-1
3.891865203761755083e+02	4.432162837162837263e+02	-45-2
3.384786075992972201e+02	2.315658651693134971e+02	-461
4.035170174652932928e+02	1.488899204244032717e+02	-452
1.246234971924627644e+02	3.781778738502877104e+02	-36-1
4.784765407006785836e+02	3.142418099142237224e+02	-110
