{3.789077950523375, -31.956552947089374}
{-4.965601746968585, -31.84007110676994}
{-3.778704972306185, -27.27154293677884}
{-12.796764107387617, -20.69404979461119}
{-14.670837485395545, -23.69370774249941}
{-10.250100684338548, -18.50264333253269}
{-8.610234244566866, -15.792558863625775}
{-4.430211134610316, -11.170439665447233}
{-3.6625306270861264, -18.43365095351955}
{-5.156806344803884, -21.059871252559784}
{-23.659265257367206, -12.868438897380662}
{-20.363433061006695, -20.71349828722635}
{-19.319131973704344, -11.251179239559342}
{-18.141404108286757, -2.528428542372654}
{-26.705029632296643, -2.524290951968609}
{-23.84363676765521, -2.426245685679146}
{-19.91663913963981, 6.195150601726592}
{-15.597423446177903, 8.297472274896933}
{-13.927431299545159, 16.1873696519714}
{-11.135269297000255, 14.25574559573541}
{-3.5756531717476103, 4.993293174352586}
{-21.99766891103943, 26.493441220123227}
{-4.905888573746955, 22.953052650865917}
{2.0099383595171947, 27.886364341056087}
{-6.20180986390157, 27.635658656191996}
{2.625605112186955, 23.409122057639276}
{2.8990084131661455, 16.888976452542227}
{2.9332583093922566, 5.354520149860259}
{9.876248908519315, 14.510048297195322}
{11.548172628393818, 17.566896768411645}
{9.753267304249611, 23.88431175587125}
{13.178562847858272, 21.800777250401477}
{19.418685491087338, 18.1708932230618}
{25.311073322208898, -1.7742820857156518}
{26.699493013077866, 7.621385600267575}
{18.1044236953389, -1.5505244948082801}
{16.92961516018284, 5.516281959149177}
{17.172494976565442, -9.902728194113408}
{22.948569046508855, -13.171799443742145}
{26.802532304661888, -11.063922156364315}
{20.56439826915609, -21.175634524455262}
{27.488137492204437, -16.03435727495019}
{15.898460060256452, -16.88419742703859}
{14.10477732845289, -25.777154651193563}
{11.029775707032432, -18.187030143970386}
{9.99344649821267, -9.496775161650088}
{3.4839094528218557, -21.442432453729836}
{3.1951114606355824, -9.602053017605366}
{9.736373897231621, -2.217604179117476}
{10.265841619200387, 5.536158419460725}
{3.1475418314427253, -2.0956721414142043}
