{-0.5737881733805857, 0.07089548455784773}
{-0.49276420214592637, -0.07448442632352063}
{-0.4571108031990486, -0.13308012311379613}
{-0.38557521382846466, -0.24305726811930425}
{-0.29595670449415856, -0.37273244842109543}
{-0.2466615684564165, -0.44086005124104605}
{-0.08482926227858738, -0.5350615266485497}
{-0.07246178692062111, -0.35000587866166405}
{-0.21330760207952865, -0.37137288446490746}
{0.10058831317680472, -0.4637754546183541}
{0.07683910560081744, -0.3921126372452361}
{0.0748447395341825, -0.22190331312653502}
{-0.04993640285608421, -0.236050463063319}
{-0.18793467579971615, -0.20073792918108843}
{-0.3815336460811307, -0.38016994582491975}
{-0.49062439347916914, -0.2044352264403799}
{-0.04929149723239756, -0.1364417912413679}
{0.09249991818811569, 0.013685800368758654}
{0.20630062674432098, -0.008607188136952862}
{0.13220976530933026, 0.1529585197719224}
{-0.029988136184790102, 0.15614440847656738}
{-0.009693091003341188, 0.33462251342861266}
{-0.003715378560532592, 0.4120911117990053}
{0.14546718224643707, 0.42819510908912045}
{0.007316224173470033, 0.5285860515653241}
{-0.15006056472431606, 0.4544524978956152}
{-0.23295671188295342, 0.4808051345421923}
{-0.3426888124447148, 0.3577095279788873}
{-0.47268760368936197, 0.20111807509293822}
{-0.3869403919813452, 0.40552157233952546}
{-0.2945744328241637, 0.306537627705088}
{-0.17880314984860932, 0.1811188796957505}
{-0.13890764636740743, 0.13193938724261192}
{-0.21325137969928976, 0.2096804277630373}
{-0.373475583297263, 0.048805212182486575}
{-0.16854186017650613, 0.03854156573733278}
{-0.4833292515513749, 0.0636094814109691}
{-0.5575747599434356, 0.23664840845666096}
{-0.018907721662981842, 0.28777587254041537}
{-0.21161739800396395, -0.10291303492251383}
{-0.32242172344329323, -0.07543058268701211}
{-0.3759841434317375, -0.09706566629742995}
{-0.28960268873516104, -0.17293377570586208}
{-0.24285311168838006, -0.29682000882058857}
{-0.3530065473983766, 0.20602918250768668}
{-0.19478020048800337, 0.3853805064120872}
{-0.5808219002141817, -0.09248263908734324}
{-0.03418550307739139, 0.01708225106579768}
