{1.7461494549002456, -21.884446921544026}
{9.300861847720585, -22.455942462200838}
{19.367385731497446, -22.94667690672485}
{9.771540544303939, -31.40775911748147}
{11.167290228050353, -33.446641814743764}
{-12.954091745432814, -21.306720207282886}
{-19.301387470988903, -21.11021995251374}
{-11.75894664537643, -28.860128849148765}
{-24.49072910890047, -10.324713801273992}
{-20.69941531611492, -12.153834474890568}
{-11.442644542343805, -14.077315264724591}
{-4.575266234805344, -14.422604145806948}
{-14.095806628688171, -2.4829456509349055}
{-10.028059262408638, -8.207969377669341}
{-11.848077979656539, 3.418110336005791}
{-10.520696771639187, 7.8697726638000365}
{-21.813890946763717, 7.710407056872498}
{-21.164055038272064, 18.58776784944858}
{-28.015006273920417, -1.7697379414727137}
{-13.903525776364518, 18.747500774532636}
{-15.933776326866901, 16.095846555380277}
{-5.257864491213154, 28.855024307489533}
{2.6398619884691468, 18.82619985489744}
{2.709428541209958, 7.959678414501991}
{-5.032604408322205, 12.389244567438752}
{10.044704072665077, 2.9358765110485643}
{11.37154415714307, 7.658789374871251}
{9.69832681915294, 12.422603774554236}
{11.147686271753765, 18.83943176751802}
{9.685920556533263, 21.885412626439507}
{12.978742200382374, 14.18439664815951}
{17.565863065413186, 12.349081051336428}
{21.591329856223435, 7.60138076278699}
{27.512776636898092, 7.3179620940145}
{19.33460083346876, 18.93393130118192}
{16.585263880130455, -6.63832276047206}
{21.291889428638292, -0.5384398573782583}
{26.664318268847385, -3.742283390258395}
{25.426938773538065, -14.304700947526033}
{10.009574973583305, -13.525752046075182}
{12.13631038146843, -11.619319049712256}
{-4.447397848156891, -5.847329666527284}
{-7.5009718981387765, 1.001641799012154}
{2.9086659058380278, 30.45446977624499}
{23.489380883574313, -23.258868033386893}
{2.3953463393679955, -13.340010962805646}
{-24.265441996206338, 12.709240645416244}
{-21.25185143319431, -6.917445182302979}
{-3.5488482436763977, 24.281843371311805}
{15.575590880251031, 7.834866307886334}
{-4.638836874089369, -21.867316620109094}
