1.422610320713769170e+02	3.175488477040201474e+02	2-10
2.491885872747941448e+02	3.153441558441558641e+02	7-30
3.362739157394329368e+02	3.153441558441558641e+02	3-10
4.299733197836645786e+02	3.142418099142237224e+02	7-10
3.638325639877363074e+02	3.671544145509662940e+02	7-2-1
3.351715698095007383e+02	3.792802197802197952e+02	6-2-1
3.296598401598400869e+02	4.575467808054015109e+02	3-1-1
4.200522064142752470e+02	4.917195046332977881e+02	6-1-3
3.924935581659718764e+02	5.567579144992938609e+02	5-1-3
2.778495814530297139e+02	4.068388680285232226e+02	5-2-1
4.288709738537323801e+02	4.035318302387268545e+02	7-1-2
4.795788866306106684e+02	4.619561645251300774e+02	20-1
4.795788866306106684e+02	3.671544145509662940e+02	50-1
5.435149505666745426e+02	4.829007371938406550e+02	51-3
5.688689069551137436e+02	5.369156877605153113e+02	41-3
6.383167005408383829e+02	5.203804988115333572e+02	42-3
5.258774156877603900e+02	3.980201005890661463e+02	61-2
4.850906162802713197e+02	5.898282923972578828e+02	40-3
5.721759447449101117e+02	3.925083709394054381e+02	31-1
6.195768197319919182e+02	4.321928244169623667e+02	21-1
5.820970581142993296e+02	3.583356471115092177e+02	52-1
5.214680319680318235e+02	3.120371180543594960e+02	610
6.085533604326706154e+02	3.054230424747666461e+02	210
6.724894243687344897e+02	3.032183506149023628e+02	430
7.441419098143235260e+02	2.977066209652417115e+02	110
7.518583313238484607e+02	3.814849116400840785e+02	33-1
6.824105377381238213e+02	2.392822866788384317e+02	431
7.375278342347305625e+02	4.416705708085021342e+01	433
5.369008749870818065e+02	1.103078128767784847e+02	513
5.898134796238243780e+02	2.007001791312136447e+02	522
5.291844534775568718e+02	2.536127837679562163e+02	511
4.729648110510178185e+02	1.896767198318923420e+02	502
4.696577732612214504e+02	1.400711529849461385e+02	201
3.902888663061075931e+02	1.103078128767784847e+02	6-13
4.332803575734609467e+02	2.756597023665989354e+02	8-11
4.178475145544110774e+02	2.624315512074133494e+02	6-11
3.439903372489578715e+02	2.007001791312136447e+02	7-22
6.239862034517204847e+02	1.643227634434531410e+02	211
4.608390058217643173e+02	3.314359778152891067e+01	302
3.009988459816045179e+02	1.621180715835888577e+02	3-11
2.359604361156084451e+02	2.447940163284991399e+02	7-31
6.471354679802955161e+02	4.416705708085021342e+01	423
8.764234214061798411e+02	3.836896034999483618e+02	34-1
6.879222673877845864e+02	4.310904784870302251e+02	43-2
6.537495435598882523e+02	3.814849116400840785e+02	32-1
2.084017878673050745e+02	5.600649522890902290e+02	7-3-3
7.672911743428983300e+02	2.040072169210101265e+02	331
4.729648110510178185e+02	2.128259843604671460e+02	301
3.858794825863790265e+02	4.024294843087947129e+02	4-1-1
4.762718488408143003e+02	2.657385889972097175e+02	601
4.773741947707463851e+02	3.131394639842916376e+02	100
	
