2558.000	4.600	0.503	0.253	1.571	0.000	0.000
2559.000	4.250	0.444	0.197	1.571	0.000	0.000
2559.000	4.350	0.489	0.239	1.571	0.000	0.000
2559.000	4.050	0.224	0.050	1.571	0.000	0.000
2560.000	4.117	0.321	0.103	1.605	0.084	0.007
2560.000	4.185	0.301	0.091	1.740	0.114	0.013
2560.000	4.111	0.038	0.001	1.791	0.075	0.006
2560.000	4.172	0.218	0.048	1.813	0.011	0.000
2561.000	4.123	0.000	0.000	1.816	0.000	0.000
2561.000	4.123	0.000	0.000	1.816	0.000	0.000
2561.000	4.123	0.000	0.000	1.816	0.000	0.000
2562.000	4.062	0.326	0.106	1.845	0.069	0.005
2562.000	4.137	0.502	0.252	1.884	0.147	0.022
2562.000	3.975	0.459	0.211	1.892	0.107	0.011
2563.000	4.031	0.395	0.156	1.860	0.080	0.006
2563.000	3.931	0.394	0.155	1.831	0.032	0.001
2563.000	3.708	0.512	0.262	1.861	0.056	0.003
2563.000	3.486	0.453	0.205	1.924	0.112	0.012
2564.000	3.369	0.322	0.104	1.951	0.125	0.016
2564.000	3.406	0.226	0.051	2.039	0.136	0.018
2564.000	3.473	0.208	0.043	2.079	0.125	0.016
2565.000	3.517	0.182	0.033	2.106	0.109	0.012
2565.000	3.653	0.332	0.110	2.148	0.061	0.004
2565.000	3.606	0.000	0.000	2.159	0.000	0.000
2566.000	3.606	0.000	0.000	2.159	0.000	0.000
2566.000	3.446	0.426	0.181	2.133	0.068	0.005
2566.000	3.389	0.474	0.224	2.184	0.244	0.059
2566.000	3.365	0.540	0.291	2.120	0.113	0.013
2567.000	3.411	0.345	0.119	2.208	0.088	0.008
2567.000	3.234	0.388	0.151	2.234	0.127	0.016
2567.000	3.307	0.529	0.280	2.248	0.151	0.023
2568.000	3.097	0.470	0.221	2.222	0.140	0.020
2568.000	2.847	0.316	0.100	2.304	0.110	0.012
2568.000	2.828	0.000	0.000	2.356	0.000	0.000
2569.000	2.828	0.000	0.000	2.356	0.000	0.000
2569.000	2.828	0.000	0.000	2.356	0.000	0.000
2569.000	2.828	0.000	0.000	2.356	0.000	0.000
2569.000	2.828	0.000	0.000	2.356	0.000	0.000
2570.000	2.828	0.000	0.000	2.356	0.000	0.000
2570.000	2.828	0.000	0.000	2.356	0.000	0.000
2570.000	2.828	0.000	0.000	2.356	0.000	0.000
2571.000	2.828	0.000	0.000	2.356	0.000	0.000
2571.000	2.828	0.000	0.000	2.356	0.000	0.000
2571.000	2.828	0.000	0.000	2.356	0.000	0.000
2572.000	2.828	0.000	0.000	2.356	0.000	0.000
2572.000	2.828	0.000	0.000	2.356	0.000	0.000
2572.000	2.521	0.392	0.153	2.421	0.198	0.039
2572.000	2.651	0.279	0.078	2.453	0.151	0.023
2573.000	2.621	0.290	0.084	2.469	0.157	0.025
2573.000	2.591	0.298	0.089	2.485	0.162	0.026
2573.000	2.343	0.340	0.116	2.453	0.258	0.066
2574.000	2.290	0.404	0.163	2.492	0.280	0.078
2574.000	2.443	0.290	0.084	2.565	0.157	0.025
2574.000	2.720	0.764	0.583	2.475	0.214	0.046
2575.000	2.119	0.468	0.219	2.453	0.236	0.056
2575.000	2.299	0.700	0.491	2.430	0.227	0.052
2575.000	2.290	0.404	0.163	2.492	0.280	0.078
2575.000	2.319	0.705	0.497	2.663	0.276	0.076
2576.000	2.214	0.457	0.209	2.487	0.389	0.151
2576.000	2.195	0.184	0.034	2.662	0.072	0.005
2576.000	2.031	0.365	0.133	2.598	0.143	0.020
2577.000	1.907	0.413	0.171	2.517	0.195	0.038
2577.000	2.031	0.365	0.133	2.598	0.143	0.020
2577.000	2.113	0.301	0.091	2.630	0.118	0.014
2578.000	2.236	0.000	0.000	2.678	0.000	0.000
2578.000	2.113	0.301	0.091	2.630	0.118	0.014
2578.000	2.113	0.301	0.091	2.630	0.118	0.014
2578.000	2.154	0.253	0.064	2.646	0.099	0.010
2579.000	2.072	0.337	0.114	2.614	0.132	0.017
2579.000	2.195	0.184	0.034	2.662	0.072	0.005
2579.000	2.113	0.301	0.091	2.630	0.118	0.014
2580.000	1.907	0.413	0.171	2.549	0.162	0.026
2580.000	1.743	0.413	0.171	2.485	0.162	0.026
2580.000	1.907	0.413	0.171	2.549	0.162	0.026
2581.000	1.784	0.419	0.176	2.501	0.164	0.027
2581.000	1.948	0.402	0.162	2.565	0.157	0.025
2581.000	1.863	0.434	0.189	2.635	0.265	0.070
2581.000	1.575	0.353	0.124	2.522	0.291	0.085
2582.000	1.669	0.415	0.172	2.467	0.291	0.085
2582.000	1.829	0.651	0.424	2.019	1.788	3.198
2582.000	1.558	0.360	0.130	2.460	0.207	0.043
2583.000	1.646	0.386	0.149	2.578	0.316	0.100
2583.000	1.604	0.489	0.239	2.672	0.426	0.182
2583.000	1.422	0.366	0.134	2.624	0.361	0.130
2584.000	1.373	0.127	0.016	2.435	0.242	0.058
2584.000	1.352	0.152	0.023	2.474	0.288	0.083
2584.000	1.402	0.190	0.036	2.474	0.288	0.083
2584.000	1.352	0.152	0.023	2.474	0.288	0.083
2585.000	1.207	0.212	0.045	2.749	0.403	0.162
